ArrayExpress ID	GEO ID	Experiment Type	Evaluation State	Study Type	Curation State	Variables
E-GEOD-30865	GSE30865	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-30864	GSE30864	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-29613	GSE29613	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-23938	GSE23938	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-23244	GSE23244	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-30690	GSE30690	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-26070	GSE26070	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-30688	GSE30688	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-30683	GSE30683	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-29318	GSE29318	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-30552	GSE30552	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-14523	GSE14523	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-30482	GSE30482	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-30428	GSE30428	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-30160	GSE30160	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-22283	GSE22283	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-29451	GSE29451	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-MEXP-3177	None	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-25029	GSE25029	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-17446	GSE17446	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-30314	GSE30314	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-23302	GSE23302	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-23161	GSE23161	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-30286	GSE30286	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-22645	GSE22645	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-21117	GSE21117	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-30164	GSE30164	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-11591	GSE11591	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-25616	GSE25616	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-29928	GSE29928	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-29923	GSE29923	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-29776	GSE29776	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-29769	GSE29769	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-29729	GSE29729	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-29728	GSE29728	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-29724	GSE29724	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-29426	GSE29426	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-27954	GSE27954	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-22416	GSE22416	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-29751	GSE29751	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-25881	GSE25881	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-29648	GSE29648	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-27271	GSE27271	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-22291	GSE22291	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-19030	GSE19030	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-21104	GSE21104	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-29458	GSE29458	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-29400	GSE29400	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-29314	GSE29314	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-24691	GSE24691	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-29263	GSE29263	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-29261	GSE29261	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-27811	GSE27811	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-27799	GSE27799	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-27794	GSE27794	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-29200	GSE29200	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-29198	GSE29198	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-29197	GSE29197	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-29149	GSE29149	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-28834	GSE28834	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-29096	GSE29096	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-27686	GSE27686	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-26001	GSE26001	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-29028	GSE29028	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-21829	GSE21829	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-24828	GSE24828	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-24372	GSE24372	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-24209	GSE24209	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-28937	GSE28937	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-28932	GSE28932	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-28931	GSE28931	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-28930	GSE28930	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-28923	GSE28923	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-28920	GSE28920	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-28917	GSE28917	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-28226	GSE28226	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-28895	GSE28895	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-28889	GSE28889	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-26644	GSE26644	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-25457	GSE25457	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-21392	GSE21392	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-28666	GSE28666	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-28643	GSE28643	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-21448	GSE21448	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-28573	GSE28573	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-28516	GSE28516	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-24633	GSE24633	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-28447	GSE28447	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-28402	GSE28402	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-8576	GSE8576	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-28175	GSE28175	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-27037	GSE27037	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-17891	GSE17891	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-22927	GSE22927	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-28083	GSE28083	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-21042	GSE21042	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-28035	GSE28035	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-27964	GSE27964	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-26500	GSE26500	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-MTAB-546	None	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-27092	GSE27092	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-23710	GSE23710	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-20741	GSE20741	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-24504	GSE24504	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-MEXP-2610	None	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-MEXP-3047	None	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-27628	GSE27628	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-27218	GSE27218	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-27201	GSE27201	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-18581	GSE18581	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-27596	GSE27596	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-27592	GSE27592	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-27588	GSE27588	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-27587	GSE27587	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-27397	GSE27397	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-26506	GSE26506	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-26029	GSE26029	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-27547	GSE27547	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-25450	GSE25450	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-27492	GSE27492	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-20844	GSE20844	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-27359	GSE27359	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-27351	GSE27351	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-20426	GSE20426	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-20425	GSE20425	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-27035	GSE27035	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-26023	GSE26023	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-27083	GSE27083	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-27053	GSE27053	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-27043	GSE27043	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-27012	GSE27012	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-20901	GSE20901	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-25886	GSE25886	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-24368	GSE24368	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-20466	GSE20466	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-26850	GSE26850	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-26746	GSE26746	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-26838	GSE26838	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-24127	GSE24127	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-26696	GSE26696	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-26695	GSE26695	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-20052	GSE20052	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-26788	GSE26788	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-23214	GSE23214	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-26681	GSE26681	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-20152	GSE20152	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-17366	GSE17366	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-26390	GSE26390	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-25897	GSE25897	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-25896	GSE25896	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-25895	GSE25895	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-MTAB-486	None	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-23497	GSE23497	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-23162	GSE23162	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-23165	GSE23165	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-26364	GSE26364	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-20560	GSE20560	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-19809	GSE19809	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-MTAB-4933	None	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-MTAB-3774	None	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-MTAB-3970	None	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-78215	GSE78215	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-73265	GSE73265	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-73264	GSE73264	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-72581	GSE72581	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-MTAB-4502	None	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-78966	GSE78966	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-76812	GSE76812	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-MTAB-3664	None	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-85998	GSE85998	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-85996	GSE85996	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-80085	GSE80085	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-65464	GSE65464	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-84442	GSE84442	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-72705	GSE72705	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-50146	GSE50146	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-50145	GSE50145	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-72214	GSE72214	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-72190	GSE72190	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-85569	GSE85569	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-85422	GSE85422	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-85408	GSE85408	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-85381	GSE85381	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-75549	GSE75549	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-84495	GSE84495	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-78980	GSE78980	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-75219	GSE75219	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-73705	GSE73705	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-71815	GSE71815	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-85140	GSE85140	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-67172	GSE67172	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-MTAB-4525	None	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-MTAB-1836	None	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-60320	GSE60320	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-49872	GSE49872	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-MTAB-4088	None	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-84946	GSE84946	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-75920	GSE75920	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-84860	GSE84860	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-84840	GSE84840	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-75775	GSE75775	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-84872	GSE84872	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-50566	GSE50566	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-74905	GSE74905	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-74904	GSE74904	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-73131	GSE73131	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-67679	GSE67679	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-67678	GSE67678	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-49448	GSE49448	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-84742	GSE84742	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-84709	GSE84709	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-84735	GSE84735	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-84653	GSE84653	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-73424	GSE73424	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-49356	GSE49356	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-73229	GSE73229	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-72350	GSE72350	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-84551	GSE84551	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-77636	GSE77636	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-71831	GSE71831	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-84333	GSE84333	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-83253	GSE83253	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-83117	GSE83117	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-58318	GSE58318	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-72018	GSE72018	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-59459	GSE59459	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-70854	GSE70854	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-70700	GSE70700	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-70656	GSE70656	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-76514	GSE76514	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-71184	GSE71184	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-83733	GSE83733	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-83356	GSE83356	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-83340	GSE83340	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-81921	GSE81921	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-81576	GSE81576	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-80119	GSE80119	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-78996	GSE78996	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-75604	GSE75604	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-73858	GSE73858	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-71843	GSE71843	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-71633	GSE71633	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-71632	GSE71632	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-71631	GSE71631	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-70195	GSE70195	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-70189	GSE70189	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-MTAB-3682	None	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-83815	GSE83815	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-79008	GSE79008	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-64823	GSE64823	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-83771	GSE83771	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-72139	GSE72139	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-80673	GSE80673	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-72521	GSE72521	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-83659	GSE83659	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-83199	GSE83199	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-83198	GSE83198	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-82072	GSE82072	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-76983	GSE76983	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-83596	GSE83596	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-83594	GSE83594	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-72066	GSE72066	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-63860	GSE63860	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-67306	GSE67306	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-71683	GSE71683	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-83189	GSE83189	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-83144	GSE83144	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-83202	GSE83202	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-MTAB-4659	None	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-MTAB-4572	None	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-MTAB-4086	None	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-MTAB-3943	None	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-82067	GSE82067	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-75449	GSE75449	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-75112	GSE75112	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-70016	GSE70016	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-69718	GSE69718	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-76361	GSE76361	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-48467	GSE48467	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-80787	GSE80787	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-74750	GSE74750	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-47612	GSE47612	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-65316	GSE65316	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-80473	GSE80473	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-52650	GSE52650	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-81376	GSE81376	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-78521	GSE78521	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-78203	GSE78203	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-MTAB-3720	None	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-MTAB-4675	None	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-MTAB-4674	None	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-MTAB-4052	None	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-80254	GSE80254	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-79024	GSE79024	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-66963	GSE66963	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-66029	GSE66029	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-80199	GSE80199	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-77461	GSE77461	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-69616	GSE69616	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-76197	GSE76197	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-68831	GSE68831	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
E-GEOD-79742	GSE79742	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-73222	GSE73222	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-72849	GSE72849	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-71647	GSE71647	transcription profiling by array	No	Not Curated	Not Applicable	Not Curated
E-GEOD-70249	GSE70249	RNA-Seq	No	Not Curated	Not Applicable	Not Curated
